Gender,Age,Sleep duration,Sleep efficiency,REM sleep percentage,Deep sleep percentage,Light sleep percentage,Awakenings,SmokingStatusYesPct,Caffeine consumption,Alcohol consumption,Exercise frequency,BedtimeHours,WakeuptimeHours,RealSleep,SleepRem,SleepDeep,SleepLight,RealNoSleep
Female,37.039999999999999,7.5,0.79000000000000004,23.190000000000001,51.630000000000003,25.190000000000001,1.5600000000000001,27.23000000000,30.859999999999999,1.0800000000000001,1.46,11,6,5.900000,1.740000,3.870000,1.900000,1.600000
Male,43.469999999999999,7.4299999999999997,0.79000000000000004,22.050000000000001,54,23.949999999999999,1.78,40.79000000000,16.609999999999999,1.26,2.1200000000000001,10,6,5.870000,1.640000,4.010000,1.780000,1.560000
